id,brand,line_id,color_no,color_name,image_url,pattern_id,pattern_url,pc_season,review_count,L,a,b,hue,saturation,brightness,pigmentation,girly,makeup_intensity,konare,sweetness,korean,notes,status,spatial_spread,bg_adjacency,aspect,is_container,line_category,x20_00_pigmentation,x20_01_vivid,x20_02_transparency,x20_03_glossiness,x20_04_matte_finish,x20_05_velvet_finish,x20_06_moisture,x20_07_durability,x20_08_blur_effect,x20_09_juicy_feel,x20_10_cool_tone,x20_11_warm_tone,x20_12_light_color,x20_13_deep_color,x20_14_everyday_use,x20_15_girly,x20_16_konare,x20_17_sweetness,x20_18_korean,x20_19_mature
rmd_the_juicy_lasting_11,rom&nd,the_juicy_lasting,11,パパイヤジャム,https://cloudflare.lipscosme.com/image/2a566261369e9e53080207ed-1740114347.png?auto=avif%2Cwebp&fio=1&orient=1&width=1424,415655,https://lipscosme.com/product_patterns/415655,"イエベ春,イエベ・ブルベ問わず",,59.64,50.58,38.19,,,,,,,,,,"sat=0.66, hue=8°, size=0.38, edge=0.05, spread=0.243, adj=0.00, aspect=1.57, container=False",auto_low,0.2428,0.0005,1.568,False,tint,1.0000,1.0000,0.7000,0.2000,0.0000,0.0000,0.5000,0.6000,0.0000,1.0000,0.0000,1.0000,0.4910,0.0000,0.0000,0.6874,0.0000,0.9351,0.0000,0.0000
rmd_the_juicy_lasting_12,rom&nd,the_juicy_lasting,12,アップルブラウン,https://cloudflare.lipscosme.com/image/a32918897f64272a968cd5c9-1740112691.png?auto=avif%2Cwebp&fio=1&orient=1&width=1424,421057,https://lipscosme.com/product_patterns/421057,"イエベ・ブルベ問わず,イエベ秋",,54.95,45.96,40.63,,,,,,,,,,"sat=0.71, hue=12°, size=0.24, edge=0.05, spread=0.231, adj=0.00, aspect=1.46, container=False",auto_low,0.2315,0.0002,1.457,False,tint,1.0000,1.0000,0.7000,0.2000,0.0000,0.0000,0.5000,0.6000,0.0000,1.0000,0.0000,1.0000,0.3738,0.0000,0.0000,0.5233,0.0000,0.7986,0.0000,0.0000
rmd_the_juicy_lasting_13,rom&nd,the_juicy_lasting,13,イートドリ,https://cloudflare.lipscosme.com/image/a1157124eeb60670b3c80d31-1740112596.png?auto=avif%2Cwebp&fio=1&orient=1&width=1424,421058,https://lipscosme.com/product_patterns/421058,"イエベ秋,ブルベ夏",,32.85,41.76,35.22,,,,,,,,,,"sat=0.84, hue=9°, size=0.28, edge=0.05, spread=0.229, adj=0.00, aspect=1.56, container=False",auto_low,0.2286,0.0027,1.562,False,tint,0.9105,1.0000,0.7000,0.2000,0.0000,0.0000,0.5000,0.6000,0.0000,1.0000,0.0000,0.9891,0.0000,0.4287,0.0000,0.0000,0.0000,0.5249,0.0000,0.3416
rmd_the_juicy_lasting_14,rom&nd,the_juicy_lasting,14,アーモンドローズ,https://cloudflare.lipscosme.com/image/10324e5eb45c25efa212f8b1-1740114292.png?auto=avif%2Cwebp&fio=1&orient=1&width=1424,415656,https://lipscosme.com/product_patterns/415656,"ブルベ夏,ブルベ冬",,41.45,42.66,22.76,,,,,,,,,,"sat=0.62, hue=0°, size=0.27, edge=0.05, spread=0.250, adj=0.01, aspect=1.56, container=False",auto_low,0.2505,0.0076,1.561,False,tint,0.8059,0.9670,0.7000,0.2000,0.0000,0.0000,0.5000,0.6000,0.0000,1.0000,0.0324,0.9419,0.0363,0.2137,0.0248,0.0478,0.0008,0.5292,0.0350,0.1708
rmd_the_juicy_lasting_15,rom&nd,the_juicy_lasting,15,ベアフィグ,https://cloudflare.lipscosme.com/image/20ef671a6ba4bf280e316dce-1740114228.png?auto=avif%2Cwebp&fio=1&orient=1&width=1424,415657,https://lipscosme.com/product_patterns/415657,ブルベ冬,,40.41,40.68,7.20,,,,,,,,,,"sat=0.59, hue=346°, size=0.26, edge=0.04, spread=0.252, adj=0.02, aspect=1.57, container=False",auto_low,0.2524,0.0166,1.566,False,tint,0.6885,0.8262,0.7000,0.2000,0.0000,0.0000,0.5000,0.6000,0.0000,1.0000,0.2821,0.8231,0.0102,0.2398,0.0963,0.0118,0.0167,0.4637,0.1189,0.1999
rmd_the_juicy_lasting_16,rom&nd,the_juicy_lasting,16,プラムコーク,https://cloudflare.lipscosme.com/image/04a1f3164fef127851cb4466-1740114171.png?auto=avif%2Cwebp&fio=1&orient=1&width=1424,415658,https://lipscosme.com/product_patterns/415658,ブルベ冬,,17.42,33.84,11.26,,,,,,,,,,"sat=0.85, hue=347°, size=0.26, edge=0.05, spread=0.267, adj=0.05, aspect=1.56, container=False",auto_low,0.2671,0.0549,1.564,False,tint,0.5944,0.7133,0.7000,0.2000,0.0000,0.0000,0.5000,0.6000,0.0000,1.0000,0.1434,0.7120,0.0000,0.8145,0.0000,0.0000,0.0000,0.3920,0.0000,0.6980
rmd_the_juicy_lasting_17,rom&nd,the_juicy_lasting,17,ダークココナッツ,https://cloudflare.lipscosme.com/image/2acaf790e2a1320a50020ede-1740112547.png?auto=avif%2Cwebp&fio=1&orient=1&width=1424,421059,https://lipscosme.com/product_patterns/421059,"ブルベ冬,イエベ春",,34.94,34.25,24.83,,,,,,,,,,"sat=0.68, hue=8°, size=0.29, edge=0.05, spread=0.233, adj=0.01, aspect=1.57, container=False",auto_low,0.2332,0.0073,1.567,False,tint,0.7051,0.8461,0.7000,0.2000,0.0000,0.0000,0.5000,0.6000,0.0000,1.0000,0.0000,0.7902,0.0000,0.3765,0.0000,0.0000,0.0000,0.4227,0.0000,0.3065
rmd_the_juicy_lasting_18,rom&nd,the_juicy_lasting,18,ジュジュブジャム(日本限定),https://cloudflare.lipscosme.com/image/5eb22a77005fd7a17694845a-1739771507.png?auto=avif%2Cwebp&fio=1&orient=1&width=1424,421060,https://lipscosme.com/product_patterns/421060,"イエベ春,イエベ・ブルベ問わず",,29.29,30.81,13.98,,,,,,,,,,"sat=0.60, hue=358°, size=0.19, edge=0.02, spread=0.103, adj=0.02, aspect=1.38, container=False",auto_low,0.1027,0.0164,1.378,False,tint,0.5639,0.6767,0.7000,0.2000,0.0000,0.0000,0.5000,0.6000,0.0000,1.0000,0.0660,0.6676,0.0000,0.5178,0.0000,0.0000,0.0000,0.3641,0.0000,0.4463
rmd_the_juicy_lasting_19,rom&nd,the_juicy_lasting,19,サマーセント,https://cloudflare.lipscosme.com/image/1ae74224683982e1ca158cf3-1731545151.png?auto=avif%2Cwebp&fio=1&orient=1&width=1424,415659,https://lipscosme.com/product_patterns/415659,イエベ・ブルベ問わず,,50.04,74.54,53.80,,,,,,,,,,"sat=0.93, hue=357°, size=0.28, edge=0.05, spread=0.231, adj=0.00, aspect=1.60, container=False",auto_low,0.2309,0.0001,1.603,False,tint,1.0000,1.0000,0.7000,0.2000,0.0000,0.0000,0.5000,0.6000,0.0000,1.0000,0.0000,1.0000,0.2510,0.0000,0.0000,0.3514,0.0000,1.0000,0.0000,0.0000
rmd_the_juicy_lasting_20,rom&nd,the_juicy_lasting,20,ジュジュフィグ,https://cloudflare.lipscosme.com/image/b948a5ef3b91c6d96a91c3a6-1740113155.png?auto=avif%2Cwebp&fio=1&orient=1&width=1424,415660,https://lipscosme.com/product_patterns/415660,"イエベ・ブルベ問わず,ブルベ冬,ブルベ夏",,46.01,47.44,15.52,,,,,,,,,,"sat=0.62, hue=352°, size=0.21, edge=0.04, spread=0.209, adj=0.01, aspect=1.57, container=False",auto_low,0.2088,0.0076,1.573,False,tint,0.8319,0.9983,0.7000,0.2000,0.0000,0.0000,0.5000,0.6000,0.0000,1.0000,0.2056,0.9968,0.1502,0.0998,0.0028,0.2097,0.0000,0.6315,0.0042,0.0798
rmd_the_juicy_lasting_21,rom&nd,the_juicy_lasting,21,グレープボム,https://cloudflare.lipscosme.com/image/e74a31c5efdd0c7979fb4190-1740113084.png?auto=avif%2Cwebp&fio=1&orient=1&width=1424,415661,https://lipscosme.com/product_patterns/415661,"ブルベ冬,ブルベ夏",,41.74,59.89,8.62,,,,,,,,,,"sat=0.80, hue=340°, size=0.21, edge=0.04, spread=0.206, adj=0.01, aspect=1.57, container=False",auto_low,0.2055,0.0071,1.570,False,tint,1.0000,1.0000,0.7000,0.2000,0.0000,0.0000,0.5000,0.6000,0.0000,1.0000,0.4496,1.0000,0.0435,0.2065,0.0000,0.0609,0.0000,0.7012,0.0000,0.1652
rmd_the_juicy_lasting_22,rom&nd,the_juicy_lasting,22,ドトリボム,https://cloudflare.lipscosme.com/image/081384d7c27a45b70efa862c-1740112964.png?auto=avif%2Cwebp&fio=1&orient=1&width=1424,415662,https://lipscosme.com/product_patterns/415662,"イエベ・ブルベ問わず,ブルベ夏,イエベ春",,29.41,46.76,29.50,,,,,,,,,,"sat=0.84, hue=358°, size=0.28, edge=0.04, spread=0.226, adj=0.00, aspect=1.54, container=False",auto_low,0.2256,0.0018,1.542,False,tint,0.9215,1.0000,0.7000,0.2000,0.0000,0.0000,0.5000,0.6000,0.0000,1.0000,0.0000,1.0000,0.0000,0.5148,0.0000,0.0000,0.0000,0.5686,0.0000,0.4118
rmd_the_juicy_lasting_23,rom&nd,the_juicy_lasting,23,ピーチピーチミー,https://cloudflare.lipscosme.com/image/55c07fb4af29f5fa81a7c280-1740112825.png?auto=avif%2Cwebp&fio=1&orient=1&width=1424,415663,https://lipscosme.com/product_patterns/415663,"ブルベ夏,イエベ春",,67.87,47.65,12.40,,,,,,,,,,"sat=0.49, hue=352°, size=0.23, edge=0.04, spread=0.226, adj=0.00, aspect=1.61, container=False",auto_low,0.2256,0.0039,1.606,False,tint,0.8206,0.9847,0.7000,0.2000,0.0000,0.0000,0.5000,0.6000,0.0000,1.0000,0.2617,0.9847,0.6968,0.0000,0.0000,0.9605,0.0000,0.9253,0.0000,0.0000
rmd_the_juicy_lasting_24,rom&nd,the_juicy_lasting,24,ベアジューシーオー,https://cloudflare.lipscosme.com/image/b22f56ca62a8a28734a0a03a-1731545233.png?auto=avif%2Cwebp&fio=1&orient=1&width=1424,415664,https://lipscosme.com/product_patterns/415664,"イエベ春,ブルベ冬",,65.46,43.71,50.34,,,,,,,,,,"sat=0.72, hue=18°, size=0.23, edge=0.05, spread=0.233, adj=0.00, aspect=1.59, container=False",auto_low,0.2329,0.0008,1.586,False,tint,1.0000,1.0000,0.7000,0.2000,0.0000,0.0000,0.5000,0.6000,0.0000,1.0000,0.0000,1.0000,0.6365,0.0000,0.0000,0.8911,0.0000,0.9417,0.0000,0.0000
rmd_the_juicy_lasting_26,rom&nd,the_juicy_lasting,26,ミスティックピーチ,https://cloudflare.lipscosme.com/image/2025-06-20-c7b33f56b52dc875eba2005e.png?auto=avif%2Cwebp&fio=1&orient=1&width=1424,432101,https://lipscosme.com/product_patterns/432101,"ブルベ冬,イエベ春",,47.37,58.79,35.72,,,,,,,,,,"sat=0.73, hue=360°, size=0.27, edge=0.02, spread=0.137, adj=0.01, aspect=0.70, container=False",auto_low,0.1370,0.0089,0.704,False,tint,1.0000,1.0000,0.7000,0.2000,0.0000,0.0000,0.5000,0.6000,0.0000,1.0000,0.0000,1.0000,0.1842,0.0658,0.0000,0.2579,0.0000,0.8434,0.0000,0.0526
rmd_the_juicy_lasting_27,rom&nd,the_juicy_lasting,27,ハニーデューメロン,https://cloudflare.lipscosme.com/image/2025-06-20-483aaee4f261a61a4801dc40.png?auto=avif%2Cwebp&fio=1&orient=1&width=1424,432102,https://lipscosme.com/product_patterns/432102,"イエベ春,ブルベ夏,ブルベ冬",,71.79,33.65,25.45,,,,,,,,,,"sat=0.47, hue=10°, size=0.18, edge=0.02, spread=0.113, adj=0.01, aspect=1.30, container=False",auto_low,0.1132,0.0081,1.304,False,tint,0.7032,0.8438,0.7000,0.2000,0.0000,0.0000,0.5000,0.6000,0.0000,1.0000,0.0000,0.7818,0.7948,0.0000,0.0000,0.8699,0.0000,0.7490,0.0000,0.0000
rmd_the_juicy_lasting_28,rom&nd,the_juicy_lasting,28,スノーストロベリー,https://cloudflare.lipscosme.com/image/2025-06-20-82cf8d1ee94d74da986718cd.png?auto=avif%2Cwebp&fio=1&orient=1&width=1424,432103,https://lipscosme.com/product_patterns/432103,"ブルベ夏,ブルベ冬",,71.18,39.31,6.41,,,,,,,,,,"sat=0.40, hue=349°, size=0.16, edge=0.02, spread=0.117, adj=0.01, aspect=1.30, container=False",auto_low,0.1168,0.0095,1.304,False,tint,0.6638,0.7966,0.7000,0.2000,0.0000,0.0000,0.5000,0.6000,0.0000,1.0000,0.2821,0.7926,0.7795,0.0000,0.0000,0.8650,0.0000,0.7874,0.0000,0.0000
rmd_the_juicy_lasting_29,rom&nd,the_juicy_lasting,29,ジョソンフィグ,https://cloudflare.lipscosme.com/image/2025-06-20-db38324924943da6ca8936c9.png?auto=avif%2Cwebp&fio=1&orient=1&width=1424,427342,https://lipscosme.com/product_patterns/427342,"ブルベ夏,イエベ春",,,,,,,,,,,,,,"スウォッチ小(size=0.13, edge=0.02, adj=0.01): 容器のみ画像の疑い",excluded,0.0987,0.0059,1.297,False,tint,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
rmd_the_juicy_lasting_30,rom&nd,the_juicy_lasting,30,ベアマロン,https://cloudflare.lipscosme.com/image/2025-06-20-006da4ad5414a05f727eb062.png?auto=avif%2Cwebp&fio=1&orient=1&width=1424,432104,https://lipscosme.com/product_patterns/432104,イエベ春,,40.17,17.40,19.24,,,,,,,,,,"sat=0.51, hue=17°, size=0.51, edge=0.02, spread=0.126, adj=0.01, aspect=0.70, container=False",auto_high,0.1256,0.0051,0.701,False,tint,0.4324,0.5188,0.7000,0.2000,0.0000,0.0000,0.5000,0.6000,0.0000,1.0000,0.0000,0.4357,0.0043,0.2457,0.1113,0.0026,0.0535,0.2285,0.0727,0.2141
rmd_dewyful_01,rom&nd,dewyful,1,インコーラル,https://cloudflare.lipscosme.com/image/e09b0d01b37eb6b39333abe2-1647223792.png?auto=avif%2Cwebp&fio=1&orient=1&width=1424,274270,https://lipscosme.com/product_patterns/274270,"イエベ春,イエベ秋",,58.66,46.90,22.19,,,,,,,,,,"sat=0.54, hue=359°, size=0.45, edge=0.03, spread=0.201, adj=0.00, aspect=1.26, container=False",auto_high,0.2012,0.0001,1.261,False,gloss,0.8647,1.0000,0.5000,1.0000,0.0000,0.0000,1.0000,0.2000,0.0000,1.0000,0.0847,1.0000,0.4665,0.0000,0.0000,0.6531,0.0000,0.8154,0.0000,0.0000
rmd_dewyful_02,rom&nd,dewyful,2,ソルティーピーチ,https://cloudflare.lipscosme.com/image/f3c379fff42a53a2c54d555b-1647224838.png?auto=avif%2Cwebp&fio=1&orient=1&width=1424,306673,https://lipscosme.com/product_patterns/306673,"イエベ春,イエベ秋,イエベ・ブルベ問わず",,50.83,39.79,27.59,,,,,,,,,,"sat=0.60, hue=7°, size=0.51, edge=0.03, spread=0.218, adj=0.00, aspect=1.56, container=False",auto_high,0.2180,0.0043,1.559,False,gloss,0.8070,0.9684,0.5000,1.0000,0.0000,0.0000,1.0000,0.2000,0.0000,1.0000,0.0000,0.9115,0.2707,0.0000,0.0803,0.3455,0.0013,0.6209,0.0000,0.0000
rmd_dewyful_03,rom&nd,dewyful,3,イフローズ,https://cloudflare.lipscosme.com/image/c516154327194422a47feab2-1647224668.png?auto=avif%2Cwebp&fio=1&orient=1&width=1424,274271,https://lipscosme.com/product_patterns/274271,"イエベ・ブルベ問わず,イエベ秋",,44.76,39.73,18.18,,,,,,,,,,"sat=0.56, hue=359°, size=0.55, edge=0.03, spread=0.220, adj=0.00, aspect=1.30, container=False",auto_high,0.2200,0.0005,1.303,False,gloss,0.7282,0.8738,0.5000,1.0000,0.0000,0.0000,1.0000,0.2000,0.0000,1.0000,0.0824,0.8616,0.1190,0.1310,0.1745,0.1435,0.0110,0.5257,0.0000,0.1076
rmd_dewyful_04,rom&nd,dewyful,4,チリアップ,https://cloudflare.lipscosme.com/image/e00553f0ca7cfdb9ee269eab-1647224695.png?auto=avif%2Cwebp&fio=1&orient=1&width=1424,274272,https://lipscosme.com/product_patterns/274272,"イエベ秋,ブルベ夏,ブルベ冬",,42.32,39.11,22.44,,,,,,,,,,"sat=0.61, hue=3°, size=0.41, edge=0.04, spread=0.188, adj=0.01, aspect=1.22, container=False",auto_high,0.1883,0.0140,1.215,False,gloss,0.7515,0.9018,0.5000,1.0000,0.0000,0.0000,1.0000,0.2000,0.0000,1.0000,0.0024,0.8717,0.0580,0.1920,0.0901,0.0708,0.0044,0.4986,0.0000,0.1556
rmd_dewyful_05,rom&nd,dewyful,5,タフィー,https://cloudflare.lipscosme.com/image/60c49a3918c3c0ccade4d55b-1647224959.png?auto=avif%2Cwebp&fio=1&orient=1&width=1424,306674,https://lipscosme.com/product_patterns/306674,"ブルベ夏,ブルベ冬",,58.77,46.07,-0.50,,,,,,,,,,"sat=0.50, hue=339°, size=0.42, edge=0.03, spread=0.210, adj=0.01, aspect=1.39, container=False",auto_high,0.2097,0.0095,1.393,False,gloss,0.7679,0.9215,0.5000,1.0000,0.0000,0.0000,1.0000,0.2000,0.0000,1.0000,0.4694,0.8874,0.4693,0.0000,0.1306,0.5830,0.0051,0.7392,0.0000,0.0000
rmd_dewyful_06,rom&nd,dewyful,6,チュリアン,https://cloudflare.lipscosme.com/image/7c4f70f3e8885424ca4319d6-1647224737.png?auto=avif%2Cwebp&fio=1&orient=1&width=1424,274273,https://lipscosme.com/product_patterns/274273,"ブルベ夏,ブルベ冬",,53.96,44.77,-1.05,,,,,,,,,,"sat=0.52, hue=338°, size=0.44, edge=0.03, spread=0.215, adj=0.02, aspect=1.14, container=False",auto_high,0.2148,0.0237,1.140,False,gloss,0.7464,0.8956,0.5000,1.0000,0.0000,0.0000,1.0000,0.2000,0.0000,1.0000,0.4659,0.8595,0.3490,0.0000,0.2691,0.4199,0.0140,0.6581,0.0000,0.0000
rmd_dewyful_07,rom&nd,dewyful,7,チェリーウェイ,https://cloudflare.lipscosme.com/image/bda02a6656143060bd475fce-1647225117.png?auto=avif%2Cwebp&fio=1&orient=1&width=1424,306675,https://lipscosme.com/product_patterns/306675,ブルベ冬,,45.83,58.44,28.08,,,,,,,,,,"sat=0.74, hue=355°, size=0.51, edge=0.03, spread=0.206, adj=0.00, aspect=1.31, container=False",auto_high,0.2060,0.0000,1.313,False,gloss,1.0000,1.0000,0.5000,1.0000,0.0000,0.0000,1.0000,0.2000,0.0000,1.0000,0.0980,1.0000,0.1457,0.1043,0.0000,0.2040,0.0000,0.7947,0.0000,0.0834
rmd_dewyful_08,rom&nd,dewyful,8,ベリーディヴァイン,https://cloudflare.lipscosme.com/image/0828a1f1ef0d177184b5dda9-1647224770.png?auto=avif%2Cwebp&fio=1&orient=1&width=1424,274274,https://lipscosme.com/product_patterns/274274,"ブルベ冬,イエベ秋,イエベ春",,41.32,46.29,-1.05,,,,,,,,,,"sat=0.63, hue=337°, size=0.44, edge=0.03, spread=0.212, adj=0.01, aspect=1.22, container=False",auto_high,0.2121,0.0073,1.216,False,gloss,0.7717,0.9260,0.5000,1.0000,0.0000,0.0000,1.0000,0.2000,0.0000,1.0000,0.4811,0.8888,0.0330,0.2170,0.0538,0.0411,0.0020,0.5211,0.0000,0.1744
rmd_dewyful_12,rom&nd,dewyful,12,キャニオン,https://cloudflare.lipscosme.com/image/5eb6a96bb3b6386037aee084-1668143335.png?auto=avif%2Cwebp&fio=1&orient=1&width=1424,353722,https://lipscosme.com/product_patterns/353722,"イエベ秋,イエベ春,ブルベ夏",,60.66,27.42,21.50,,,,,,,,,,"sat=0.46, hue=11°, size=0.45, edge=0.02, spread=0.212, adj=0.00, aspect=1.29, container=False",auto_high,0.2122,0.0003,1.286,False,gloss,0.5807,0.6969,0.5000,1.0000,0.0000,0.0000,1.0000,0.2000,0.0000,1.0000,0.0000,0.6410,0.5165,0.0000,0.3949,0.4635,0.0599,0.5179,0.0000,0.0000
